pais,categoria,laboratorio,producto,mkt_am1,mkt_am2,mkt_am3,mkt_am4,mkt_am5,ms_am1,ms_am2,ms_am3,ms_am4,ms_am5,es_genomma,er_aplicado,mkt_usd_am1,mkt_usd_am2,mkt_usd_am3,mkt_usd_am4,mkt_usd_am5,pais_nombre
BRA,BEBIDAS,MULTILAB,AQUABEN,40.61,169.96,536.41,214.98,83.69,1.0589822397858045e-05,4.104528750058584e-05,0.00017784252208822237,9.076865737006502e-05,4.5064286452723704e-05,False,5.242934838709678,7.745661780910937,32.41695829312049,102.31101787486914,41.00375202315275,15.962433746477132,Brasil
BRA,BEBIDAS,MULTINATURE,MULTIFORT HIDRATA,32372.9,149497.78,,,,0.008441843425353823,0.036103667691217534,,,,False,5.242934838709678,6174.576071589551,28514.1403811138,,,,Brasil
BRA,BEBIDAS,NATIVITA,HIDRAVITA,53555.270000000004,,,,,0.01396554537723061,,,,,False,5.242934838709678,10214.750258689144,,,,,Brasil
BRA,BEBIDAS,NATIVITA,PROFIG AFTER,25803.96,45010.98,,,,0.006728868592992689,0.01087013776643398,,,,False,5.242934838709678,4921.6633038206,8585.07331956037,,,,Brasil
BRA,BEBIDAS,NATUBRAS,AQUALITE,993059.38,3162569.79,1713962.45,614057.35,559401.33,0.2589589378164744,0.7637596273900764,0.5682507874061048,0.25926672810363804,0.30121904381831305,False,5.242934838709678,189409.06392122904,603206.0071870605,326908.9742152542,117120.91965482518,106696.22019137519,Brasil
BRA,BEBIDAS,NATULAB,HIDRALYTE,30282853.75,40521321.77,29654869.59,33925006.39,25167039.790000003,7.896824499207325,9.78588669071192,9.831839078471557,14.32378491623024,13.551615369382908,False,5.242934838709678,5775935.555486099,7728747.927748913,5656158.335413962,6470613.775232267,4800181.685300858,Brasil
BRA,BEBIDAS,NATULAB,HIDRALYTE EFF,637493.71,,,,,0.1662384922100867,,,,,False,5.242934838709678,121591.00381970254,,,,,Brasil
BRA,BEBIDAS,NATULAB,HIDRAPLEX,34071019.47,40506871.76,47055716.34,38761958.94,24039731.35,8.884660061592307,9.782397017760424,15.600953137662565,16.366038561807557,12.944597201612169,False,5.242934838709678,6498463.268787279,7725991.835894916,8975071.746567946,7393179.608835189,4585166.913101736,Brasil
BRA,BEBIDAS,NATULAB,HIDRAPLEX EFF,763739.91,,,,,0.1991595667337131,,,,,False,5.242934838709678,145670.30365534005,,,,,Brasil
BRA,BEBIDAS,NEO QUIMICA,NEOLYTE,9353728.52,,,,,2.439160891026338,,,,,False,5.242934838709678,1784063.4697458907,,,,,Brasil
BRA,BEBIDAS,ONE MORE,ONE MORE,119530.51999999999,863636.75,927579.33,502950.79,46913.880000000005,0.031169834472386578,0.20856800835385728,0.3075316408793712,0.21235541879018294,0.025261566817166993,False,5.242934838709678,22798.39892677691,164723.9144807962,176919.86616951425,95929.24678113674,8948.0188946132,Brasil
BRA,BEBIDAS,PAGUE MENOS,ATIVDAY MULTICOLIN,30164.39,204465.72999999998,150129.4,,,0.007865932845105275,0.04937841063701552,0.04977422332840843,,,False,5.242934838709678,5753.340624661218,38998.33514816682,28634.61107537775,,,Brasil
BRA,BEBIDAS,PEPSICO BRASIL,GATORADE,27087222.62,27769119.83,25799972.51,16297333.41,19347847.43,7.063503491677987,6.706233861264822,8.553778231176162,6.881045084835816,10.418173483440246,False,5.242934838709678,5166423.6640916085,5296483.874828047,4920902.758415657,3108437.146628907,3690270.435396378,Brasil
BRA,BEBIDAS,PETROPOLIS,IRONAGE,36404.71,21306.54,24735.350000000002,50642.87,23711.18,0.00949321382283986,0.00514552282856397,0.00820081100041929,0.021382385874345267,0.01276768320769618,False,5.242934838709678,6943.574757255508,4063.8574873541033,4717.8442534463275,9659.25985310616,4522.501371738483,Brasil
BRA,BEBIDAS,PETROPOLIS,TNT SQUEEZE,12668.369999999999,24626.58,53339.63,113666.1,57979.94,0.003303516088903051,0.005947311463027638,0.01768433535253371,0.04799199593214042,0.031220272728781612,False,5.242934838709678,2416.2745465510634,4697.098239363351,10173.620622972923,21679.86127936963,11058.680258988163,Brasil
BRA,BEBIDAS,PG HEALTH,FLORALYTE,6340.33,890888.21,5342296.18,4526849.67,6325715.13,0.001653360468943888,0.21514922752607843,1.7711963356266212,1.911322293525081,3.406187580793982,False,5.242934838709678,1209.3093267511215,169921.66361145425,1018951.4736205982,863419.021838175,1206521.7906764606,Brasil
BRA,BEBIDAS,PHARMASCIENCE,POLYDRAT,4229055.9,5049336.81,5979442.92,5373731.99,5701280.2299999995,1.10280598107889,1.2194132799113966,1.9824373325914222,2.2688921657775967,3.0699501186757137,False,5.242934838709678,806619.9619297195,963074.4926905626,1140476.2988569932,1024947.31582865,1087421.5311444008,Brasil
BRA,BEBIDAS,PHARMASCIENCE,POLYDRAT 45,635252.14,1187150.21,1360663.85,1276531.42,1307759.62,0.16565396061214616,0.2866964090128904,0.45111741167813924,0.5389759190813218,0.7041851371368754,False,5.242934838709678,121163.46274414884,226428.56463426232,259523.31887742263,243476.49918803168,249432.74334529947,Brasil
BRA,BEBIDAS,PLANT POWER,JUNGLE PLN,790351.97,632269.59,179106.71,,,0.20609916262243855,0.1526929106814988,0.059381422846933936,,,False,5.242934838709678,150746.0981900189,120594.5924278559,34161.53652675939,,,Brasil
