pais,categoria,sub_categoria,laboratorio,producto,mkt_am1,mkt_am2,mkt_am3,mkt_am4,mkt_am5,ms_am1,ms_am2,ms_am3,ms_am4,ms_am5,es_genomma,er_aplicado,mkt_usd_am1,mkt_usd_am2,mkt_usd_am3,mkt_usd_am4,mkt_usd_am5,pais_nombre
ARG,2.DOLOR,08.ANALGÉSICOS,GENOMMA LAB,TAFIROLITO,1236613785.856,1114927699.812,426958638.892,239844414.92,138090405.52,0.0052579937430519,0.0051480781879413,0.004833199149006,0.006839391616449,0.0073197570251339,True,1397.0500000000002,885160.721417272,798058.5518141798,305614.4296138291,171679.19181131668,98844.2829676819,Argentina
ARG,2.DOLOR,09.DOLOR MUSCOESQUELÉTICO,GENOMMA LAB,TAFIROL MAX,35916.38,,,,,3.30380517572008e-07,,,,,True,1397.0500000000002,25.70872910776278,,,,,Argentina
ARG,2.DOLOR,09.DOLOR MUSCOESQUELÉTICO,GENOMMA LAB,TAFIROL PLUS,28992418154.937,19534135880.86,6780413866.15,2894161465.09,1348556550.7,0.266689741997723,0.222650499172265,0.165282372435238,0.197476060391149,0.188117692157328,True,1397.0500000000002,20752598.80099996,13982417.15103969,4853379.5255359495,2071623.395791131,965288.6802190328,Argentina
ARG,2.DOLOR,10.DOLOR TÓPICO,GENOMMA LAB,BENGUE DESINFLAMANTE,5707075818.111,4494079745.973,1499563542.342,563921449.131,283374086.16,0.155652064424087,0.185705585154767,0.147975262287448,0.124849441969649,0.136635497513097,True,1397.0500000000002,4085090.596693747,3216835.292919365,1073378.5779621345,403651.58665115776,202837.4690669625,Argentina
ARG,2.DOLOR,10.DOLOR TÓPICO,GENOMMA LAB,ULTRA-BENGUE,3745276085.047,1942214671.222,895151918.572,426269881.533,298320745.962,0.102146873995567,0.0802567227113958,0.0883325955837319,0.0943740602877837,0.143842381974128,True,1397.0500000000002,2680846.1293776166,1390225.597667943,640744.3674685945,305121.4212325972,213536.1983908951,Argentina
ARG,2.DOLOR,11.ARTICULACIONES,GENOMMA LAB,X-RAY COLAGENO,59343403.56,720138656.904,573670963.154,98376013.48,,0.0016466842087004,0.0246590750575156,0.0435211590901513,0.0221983335377142,,True,1397.0500000000002,42477.65188074872,515470.9258108156,410630.2302380015,70416.95965069253,,Argentina
ARG,3.GASTRO,12.ACIDEZ Y GASTRITIS,GENOMMA LAB,GENOPRAZOL PLUS,5777197.86,,,,,5.24004573751926e-05,,,,,True,1397.0500000000002,4135.283533159157,,,,,Argentina
ARG,3.GASTRO,12.ACIDEZ Y GASTRITIS,GENOMMA LAB,TREG DOBLE ACCION,383536187.473,,,,,0.0034787577179367,,,,,True,1397.0500000000002,274532.8996621452,,,,,Argentina
ARG,3.GASTRO,16.PROBIÓTICOS,GENOMMA LAB,QG BIOTICS FORTALECE,470648.772,,,,,3.16416243855709e-05,,,,,True,1397.0500000000002,336.8875645109337,,,,,Argentina
ARG,3.GASTRO,16.PROBIÓTICOS,GENOMMA LAB,QG BIOTICS RESTAURA,311144.19,,,,,2.09181627052725e-05,,,,,True,1397.0500000000002,222.71514262195336,,,,,Argentina
ARG,3.GASTRO,17.DOLOR/INFLAMACIÓN ESTÓMAGO,GENOMMA LAB,TAFIROL ESPASMO,298167550.27,803765220.05,259630793.94,,,0.0029679232449659,0.0101547574908033,0.0091126334459121,,,True,1397.0500000000002,213426.54183458,575330.3174904261,185842.1630865037,,,Argentina
ARG,6.DERMA,25.CUIDADO PIES,GENOMMA LAB,SILKA MEDIK,7283958660.396,4585961729.423,1622875851.641,548442513.771,267537384.081,0.28757895253851,0.281206604602126,0.268384993772748,0.23397912563832,0.223865361851781,True,1397.0500000000002,5213813.865213127,3282603.864874557,1161644.7884048529,392571.8576793958,191501.65282631252,Argentina
ARG,6.DERMA,25.CUIDADO PIES,GENOMMA LAB,UNESIA LAKESIA,971439099.806,,,,,0.0383535178880292,,,,,True,1397.0500000000002,695350.2736523388,,,,,Argentina
ARG,6.DERMA,27.CUIDADO CAPILLAR,GENOMMA LAB,TRIATOP BY MEDICASP,1598375068.183,1195415634.4,495364868.423,194256456.862,7600966.37,0.435467023772607,0.482121995671862,0.539725908035351,0.554137002721994,0.0612859208863826,True,1397.0500000000002,1144107.2747453563,855671.3320210443,354579.197897713,139047.60521241184,5440.726079954188,Argentina
ARG,7.OTROS OTC,29.OTRAS PREP. DERMICAS / CABELLO,GENOMMA LAB,ASEPXIA BB,171422072.507,147755504.332,112324192.225,50886686.875,37570585.414,0.0010607925570673,0.0013391194376517,0.0025114870273868,0.0031460200264199,0.0045070052065863,True,1397.0500000000002,122702.89002326327,105762.50265344832,80400.98223041407,36424.38486453598,26892.79940875416,Argentina
ARG,7.OTROS OTC,29.OTRAS PREP. DERMICAS / CABELLO,GENOMMA LAB,CICATRICURE AGE CARE,574113316.555,347431793.249,293759537.272,132089761.853,60502704.434,0.0035527229615655,0.0031488009174434,0.0065682490335823,0.0081663213228122,0.0072579652643629,True,1397.0500000000002,410946.8641458787,248689.5911019648,210271.31260298484,94549.05826777851,43307.47248416305,Argentina
ARG,7.OTROS OTC,29.OTRAS PREP. DERMICAS / CABELLO,GENOMMA LAB,CICATRICURE AGUA,7591885624.227,6451566035.821,2903331166.577,1564687018.39,729189625.806,0.0469800396559636,0.0584710364660874,0.0649163676731343,0.0967352562572255,0.0874743207720089,True,1397.0500000000002,5434226.1366644,4617992.223485916,2078187.0130467769,1119993.5710175012,521949.5549951683,Argentina
