2026-05-03 17:43:55,383 | INFO | root | Log activo: logs\pipeline_20260503_174355.log
2026-05-03 17:43:55,968 | INFO | run_pipeline | ━━━ PASO 1/3: INGEST ━━━
2026-05-03 17:44:10,518 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'ISDIN', 'producto': 'MASKREAM ISD'}
2026-05-03 17:44:10,518 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'JOHNSON Y JOHNSON', 'producto': 'NEUTROGENA TRAT.FACIAL'}
2026-05-03 17:44:10,518 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'JOHNSON Y JOHNSON', 'producto': 'ROC LIMPIEZA FACI'}
2026-05-03 17:44:10,519 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'JOHNSON Y JOHNSON', 'producto': 'ROC PRO PRESERVE'}
2026-05-03 17:44:10,519 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'ACTIVE C'}
2026-05-03 17:44:10,519 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'ANTHELIOS'}
2026-05-03 17:44:10,520 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'EFFACLAR'}
2026-05-03 17:44:10,520 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'EFFACLAR BB BLUR'}
2026-05-03 17:44:10,520 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'PURE NIACINAMIDE 10'}
2026-05-03 17:44:10,521 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'RESPECTISSIME'}
2026-05-03 17:44:10,521 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LA ROCHE POSAY', 'producto': 'SUBSTIANE'}
2026-05-03 17:44:10,521 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LAGOS', 'producto': 'HIDROVECTIN'}
2026-05-03 17:44:10,521 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'LESAG', 'producto': 'BY SHE FRESH SKIN SUN'}
2026-05-03 17:44:10,521 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'MADAUS', 'producto': 'CREMA FACIAL BIOREPARADORA'}
2026-05-03 17:44:10,522 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'MEG LINE', 'producto': 'EVO PROMETEO'}
2026-05-03 17:44:10,522 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'MEGALABS MLB', 'producto': 'SAVON'}
2026-05-03 17:44:10,523 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'MEGALABS MLB', 'producto': 'VITIX'}
2026-05-03 17:44:10,523 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'MICROSULES', 'producto': 'PERLAVITA'}
2026-05-03 17:44:10,523 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'OXAPHARMA', 'producto': 'ONICOFORT'}
2026-05-03 17:44:10,524 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PHARMAMERICAN', 'producto': 'COLAGENO BEBIBLE MATCHA'}
2026-05-03 17:44:10,524 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PHARMAMERICAN', 'producto': 'HAIR FORMULA PHARMAMERICAN'}
2026-05-03 17:44:10,524 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PHARMAMERICAN', 'producto': 'SAINT GOTTARD BRONSOL'}
2026-05-03 17:44:10,524 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'A-DERMA RHEACALM'}
2026-05-03 17:44:10,524 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'ARGEAL'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'DUCRAY LACTOCERAT'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'DUCRAY NG ANACAPS'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'ELANCYL'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'ELANCYL GEL DUCHA'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'ELANCYL SLIM DESIGN'}
2026-05-03 17:44:10,525 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'ICTYANE'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'KLORANE CERA DE MAGNOLIA'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'KLORANE FORCE TRI-ACTIVE'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'PERCUTALFA'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PIERRE FABRE', 'producto': 'YSTHEAL'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PROVEFARMA', 'producto': 'DR.FOOD'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'PROVEFARMA', 'producto': 'DR.FOOD SKIN HAIR & NAILS'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'ROMINAFORT', 'producto': 'VITACOLAGEN'}
2026-05-03 17:44:10,526 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SAN CEFERINO', 'producto': 'REGEN SOLAR'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SANOFI', 'producto': 'BRONZEARTE'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SAVANT', 'producto': 'BIR'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SAVANT', 'producto': 'C-B6 FILM'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SAVANT', 'producto': 'PERSPI'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SAVANT', 'producto': 'SARISAM'}
2026-05-03 17:44:10,527 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'EXIMIA'}
2026-05-03 17:44:10,528 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'EXIMIA AQUA LEGERE BIPHASIC'}
2026-05-03 17:44:10,528 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'EXIMIA CELLU'}
2026-05-03 17:44:10,528 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'EXIMIA SUN EXPERT'}
2026-05-03 17:44:10,529 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'EXIMIA ULTIMATE'}
2026-05-03 17:44:10,529 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SIEGFRIED', 'producto': 'TRICOLOCION'}
2026-05-03 17:44:10,529 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SUPPLERLABS', 'producto': 'GIOVEGEN BEAUTY DRINKS'}
2026-05-03 17:44:10,530 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'SUPPLERLABS', 'producto': 'GIOVEGEN ESSENTIAL DRINKS'}
2026-05-03 17:44:10,531 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'UNILEVER', 'producto': 'SIMPLE AGUA MICELAR'}
2026-05-03 17:44:10,531 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'UNILEVER', 'producto': 'SIMPLE ANTIT W'}
2026-05-03 17:44:10,531 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'UNILEVER', 'producto': 'SIMPLE HIDRATANTE FACIAL'}
2026-05-03 17:44:10,532 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'UNILEVER', 'producto': 'SIMPLE JAB LIQ'}
2026-05-03 17:44:10,532 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'UNILEVER', 'producto': 'SIMPLE TOALL'}
2026-05-03 17:44:10,532 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VALUGE', 'producto': 'NEOSTRATA CORRECT RETINOL'}
2026-05-03 17:44:10,532 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VALUGE', 'producto': 'NEOSTRATA REFINE'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VALUGE', 'producto': 'NEWGEL+ AREO.MAM NG-320'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VALUGE', 'producto': 'NEWGEL+E NGO-800'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VALUGE', 'producto': 'NEWGEL+LOLYPOP MAMAR NG-326'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VERRUGOL', 'producto': 'VITAOL BERGAMOTA ARGAN & JOJOBA OIL'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VERRUGOL', 'producto': 'VITAOL JOJOBA OIL'}
2026-05-03 17:44:10,533 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VERRUGOL', 'producto': 'VITAOL LAVANDA ROSA MOSQUETA & JOJOB'}
2026-05-03 17:44:10,534 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VERRUGOL', 'producto': 'VITAOL MENTA ROMERO ARGAN Y JOJOBA O'}
2026-05-03 17:44:10,534 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VERRUGOL', 'producto': 'VITAOL SANDALO ROSA MOSQUETA & JOJOB'}
2026-05-03 17:44:10,534 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VICHY', 'producto': 'IDEALIA'}
2026-05-03 17:44:10,534 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '7.OTROS OTC', 'sub_categoria': '29.OTRAS PREP. DERMICAS / CABELLO', 'laboratorio': 'VICHY', 'producto': 'SLOW AGE'}
2026-05-03 17:44:10,534 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'A.M. FARMA ACTIV', 'producto': 'GLUCOSA VITAL A.M.'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'GA 1 ANAMIX INFANT'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'IVA ANAMIX INFANT'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'MSUD MAXAMUM'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'PKU LOPHLEX JUICY LQ 20 ORANGE'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'UCD ANAMIX INFANT (SABOR NEUTRO)'}
2026-05-03 17:44:10,535 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'UCD ANAMIX JUNIOR (SABOR NEUTR'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'AMN', 'producto': 'XLYS TRY MAXAMUM'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'B-LIFE', 'producto': 'APROTEN'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'B-LIFE', 'producto': 'MEVALIA BURGER MIX'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'B-LIFE', 'producto': 'MEVALIA RICE'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'B-LIFE', 'producto': 'SUSTITUTO DE HUEVO NUPROBA'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'B-LIFE', 'producto': 'SUSTITUTO DE QUESO NUPROBA'}
2026-05-03 17:44:10,536 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'BIOLOGICO', 'producto': 'INOFOLIC'}
2026-05-03 17:44:10,537 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'DONATO ZURLO', 'producto': 'I-CETO SALUTARIS'}
2026-05-03 17:44:10,537 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'EMPRESA NUTRICION', 'producto': 'GREEN KALE NATULIV'}
2026-05-03 17:44:10,537 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'ETHICAL NUTRITION', 'producto': 'NUTRIBABY 1 HMO'}
2026-05-03 17:44:10,537 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'ETHICAL NUTRITION', 'producto': 'NUTRIBABY 3 HMO'}
2026-05-03 17:44:10,538 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'ETHICAL NUTRITION', 'producto': 'NUTRIBABY HA'}
2026-05-03 17:44:10,538 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'FRESENIUS KABI', 'producto': 'FRESUBIN POWDER CON FIBRA'}
2026-05-03 17:44:10,538 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'GENTECH', 'producto': 'CREATINE GENTECH'}
2026-05-03 17:44:10,539 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'MEAD JOHNSON N.C.', 'producto': 'SANCOR BEBE 1'}
2026-05-03 17:44:10,539 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'MEAD JOHNSON N.C.', 'producto': 'SANCOR BEBE 4'}
2026-05-03 17:44:10,539 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'MEAD JOHNSON N.C.', 'producto': 'SANCOR BEBE PRE.1'}
2026-05-03 17:44:10,539 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'MEAD JOHNSON N.C.', 'producto': 'SANCOR BEBE PRE.3'}
2026-05-03 17:44:10,540 | WARNING | process | Registro rechazado: NULL en mkt_am1 | datos: {'pais': 'ARG', 'categoria': '9.LECHES', 'sub_categoria': '31.FORMULAS INFANTILES', 'laboratorio': 'MEGALABS MLB', 'producto': 'RESVERATROL'}
